Start String,Generated New Vocab,Attempts
fuscomaculatu,fuscomaculatus,0
fuscomac,fuscomaculatus,0
fuscomacu,fuscomaculatus,0
fuscomacula,fuscomaculatus,0
fuscomaculat,fuscomaculatus,0
st,straliensis,1
str,stri,0
strab,strabilis,0
stra,stra,0
stra,stra,0
s,sanga,0
strab,strabilis,0
straba,strabal,0
strab,strabilis,0
str,stri,0
palik,palikus,0
palikea,palikeae,0
palikea,palikeae,0
p,pei,0
pal,palus,1
pa,pa,0
pal,palus,0
pa,pa,0
palike,palike,0
pal,pal,0
xiq,xiqui,0
xiquanens,,nan
xiqua,xiqua,0
xiqu,xiquense,0
xi,xir,0
xiquane,xiquanense,5
xiquanen,,nan
xiquanensis,,nan
x,x,0
xiquanensi,,nan
zang,zang,0
zanghe,zanghe,0
zan,zani,0
zan,zani,0
zan,zani,0
zang,zangensis,0
zangherii,,nan
zang,zangensis,0
zang,zangensis,0
zang,zangensis,0
trima,trima,0
trim,trim,0
tr,trax,0
tri,trix,0
tri,trix,0
t,thera,0
t,tica,0
trima,trima,0
tr,tra,0
t,thorax,0
coe,coensis,0
c,chizo,0
c,climatus,0
coen,coensis,0
c,chi,0
coeno,coenoides,0
coe,coense,0
coeno,coenoides,0
coenosa,coenosae,5
coeno,coenoides,0
simoni,simonina,3
si,,nan
simonis,,nan
simonis,,nan
simoni,,nan
simoni,,nan
simo,simor,0
simon,simon,0
si,,nan
sim,,nan
b,borensis,0
bimucronatu,,nan
bimucronatus,,nan
bi,bira,0
bimucr,bimucris,0
bimu,bimus,0
bimucrona,bimucronae,0
bimucron,bimucron,0
bimuc,bimuchi,0
bimucro,bimucrona,0
de,densis,0
dem,demi,0
demersa,demersae,0
demersa,demersae,0
demer,demeri,0
dem,demini,0
d,diorum,1
dem,demi,0
deme,demeri,0
de,densis,0
altim,altim,1
alt,altae,0
altimontan,altimontani,11
altimo,altimo,0
altimon,altimon,0
altimont,,nan
al,alang,1
altimontanu,altimontanum,11
altimonta,altimonta,0
a,a,0
ha,hai,0
haplotar,haplotarsis,1
h,holensis,0
haplota,haplotay,0
haplotars,haplotarsis,0
haplo,haploti,0
haplot,haplot,0
hap,hap,0
haplotarsa,haplotarsalis,2
hapl,haplos,0
akha,akhanus,0
a,anda,0
akh,akha,0
akh,akha,0
akhanii,,nan
a,angensis,0
akhan,akhani,0
a,arlense,0
akhani,akhanica,0
a,artee,0
calcitr,calcitrai,0
calcitrans,,nan
calci,calcia,0
c,chiltensis,0
calcitra,calcitra,0
ca,ca,0
calcitran,calcitrana,0
calc,calchis,0
calcit,calcita,0
cal,calam,2
she,sher,0
s,shuriensis,0
she,sher,0
s,salensis,0
she,sheri,0
she,sheyi,0
sheba,shebae,8
s,schratus,1
sh,sherti,1
sh,shi,1
alp,alphar,0
alpinu,,nan
alp,alpus,0
alpinus,,nan
alpin,,nan
alpinus,,nan
a,a,0
alpinus,,nan
alp,alpe,0
alpinus,,nan
vassununga,vassunungae,7
vass,vassi,0
vassunung,vassunung,0
vassunu,vassunus,0
vassu,vassus,0
vassunun,vassunungensis,0
vas,vasi,0
v,villatum,0
va,va,0
vassun,vassunun,0
p,putana,0
po,po,1
pougnet,pougnetae,2
pou,pourensis,0
pougneti,,nan
pougne,pougnei,0
pougne,pougnei,0
poug,pougchi,0
p,puensis,1
pougneti,,nan
pe,pea,0
p,phorum,1
pen,pensis,0
pen,pensis,0
pentodon,pentodongensis,2
pentodo,pentodoi,0
pentod,pentodi,0
pentodon,pentodongensis,1
pentod,pentodo,0
pe,pe,0
flavocin,flavocincus,19
flavo,flavonita,0
flavoci,flavoci,0
flavoc,flavocavi,0
flavocinct,,nan
flav,flavi,1
fl,flaneri,0
f,femur,0
fla,fla,0
flavocincta,,nan
gibber,gibbergi,0
gibb,gibbond,0
g,gista,0
gibbe,gibbe,0
gibber,gibbergi,0
gi,gi,0
gibber,gibberi,0
gibber,gibbergi,0
g,gea,0
gi,gidu,0
se,sensis,0
seneg,seneg,0
senegalensis,,nan
senegalensi,,nan
sene,senes,0
sen,sensis,0
senegalens,,nan
s,shonensis,0
senegal,senegali,0
senegale,senegale,2
katy,katy,0
katy,katy,0
ka,ka,0
kat,katana,0
kat,katanicus,0
k,kii,0
katy,katyi,0
katya,katya,0
ka,ka,0
kat,katanus,0
f,feroni,2
flora,,nan
flor,florum,0
flora,floram,3
flo,florum,2
fl,flerae,0
flor,florum,0
fl,flee,0
flora,,nan
flora,,nan
p,parae,0
pelz,pelzeri,0
pelze,pelze,0
pel,peli,0
pelzel,pelzeli,0
pel,pellei,0
pe,pe,0
pelzel,pelzelai,0
pelzelni,,nan
pelzel,pelzeli,0
pon,ponina,0
ponan,ponanus,0
pon,pon,0
pona,pona,0
po,porum,0
ponanga,,nan
ponang,ponang,2
pona,pona,0
ponan,ponana,0
ponan,ponan,0
hippore,hipporensis,0
hi,hi,0
hipp,hippiensis,0
hip,hipum,0
hipporeg,hipporegoni,0
hippo,hippoi,0
h,harngi,0
hipporegia,hipporegiae,4
hippor,hippora,0
hipporegi,hipporegi,0
j,janensis,0
jimredneri,,nan
jimr,jimri,0
jim,jimarae,0
jimredner,jimrednerae,4
jimredn,jimrednae,0
jimre,jimre,0
jimred,jimredt,0
ji,jiang,0
jimredne,jimrednei,0
sh,shart,0
shan,shanica,0
shan,shani,0
shangr,shangri,0
shangri,shangri,0
sha,shanica,0
s,soria,0
sha,shanica,2
shangrila,shangrilae,0
s,scens,0
nelli,,nan
ne,neus,0
nel,nel,0
ne,nensis,0
nell,nella,0
ne,neus,0
n,na,2
nell,nella,0
ne,nesis,0
ne,nensis,0
v,veri,3
vega,vegae,9
v,valpei,0
ve,vendia,0
veg,vegi,0
veg,vegensis,0
vegas,,nan
veg,vegorum,0
vega,vegae,6
vegas,vegasi,5
pugi,pugia,0
pugilis,,nan
pug,pugensis,0
pugilis,,nan
pug,pugu,0
pu,pun,0
pugi,pugita,0
p,pora,1
pugilis,,nan
pu,pulus,1
ku,kumani,0
kugitangi,kugitangi,0
k,ki,0
kug,kuga,0
kugitangic,kugitangicus,0
kugitangica,,nan
kugitan,kugitanicus,0
kugit,kugitana,0
kugita,kugitahuensis,0
kugitang,kugitang,0
se,sensis,0
semili,semili,0
semilimba,semilimbanus,0
sem,sema,0
semil,semillatus,0
semilimbat,semilimbat,0
semi,seminha,0
semilimb,semilimbanda,0
semilim,semilim,0
s,s,0
mura,murai,0
mur,muri,1
muralico,,nan
muralicol,,nan
muralic,muralic,0
m,mani,1
murali,,nan
mu,mur,0
mural,mural,0
muralicola,,nan
sche,schevskayi,0
schen,schensis,0
schen,schensis,0
schenke,schenkeae,0
schenke,schenkei,0
schenke,schenkei,0
schen,schensis,0
sche,schevi,0
schenkel,schenkellae,0
s,stranensis,1
pseudovagans,,nan
pseud,pseudeni,0
pseudova,pseudovae,0
pseudovag,pseudovagensis,0
pseudov,pseudovus,0
pseudovaga,pseudovaga,0
pseudovagan,pseudovagani,0
pseu,pseus,0
pse,pse,0
ps,ps,0
a,arcii,0
aos,aos,0
ao,ao,0
aosen,aosensis,0
a,a,1
aos,aos,0
aosen,aosensis,0
aos,aos,0
aos,aoshanensis,0
aosen,aosensis,0
tigr,tigrewi,0
tig,tigura,0
tigr,tigrdi,0
tig,tiger,0
tigre,tigreda,3
tig,tigularis,0
ti,tianum,0
ti,tibiis,1
tig,tiger,0
tigre,tigredensis,4
mene,menes,0
menemer,menemeri,0
menemere,menemere,0
meneme,menemei,0
men,mensis,0
menemerella,menemerellae,2
menemerel,menemerellus,0
menemerell,menemerelli,1
me,mera,0
menem,menemae,0
athl,athlaensis,0
athleticu,,nan
ath,athi,0
athletic,athletica,0
at,ate,6
a,anus,0
athle,athle,0
athleticus,,nan
athlet,athleti,1
athleti,athleti,0
apot,apotensis,0
apotheti,apotheti,0
a,ardi,0
apoth,apothyra,0
apothetic,,nan
apothetica,,nan
apothet,apotheta,0
apothe,apothesi,0
ap,apensis,1
apo,apouryi,17
niphoco,niphocola,0
niphocosm,niphocosma,0
niphocosmum,,nan
niphoc,niphocha,0
niphocos,niphocosus,0
nipho,niphora,0
niphocosmu,niphocosmus,2
n,ngae,0
nip,nipes,0
ni,nii,0
zabalet,zabaletheri,0
zabalet,zabalethai,0
z,zi,0
zaba,zabalba,2
zabaleta,zabaletau,0
zabalet,zabaletsika,0
zabale,zabalensis,0
zabal,zabal,0
zabaleta,zabaletaka,0
zabalet,zabaletherae,0
bra,bra,0
br,bronkeli,0
branta,brantana,0
br,brinai,0
br,bronkevi,0
b,barda,0
bra,brathak,0
bra,bramiri,0
branta,brantae,0
bra,bra,0
fu,fun,0
furcu,furcua,0
furculo,furculosa,1
f,feroni,1
furculos,furculosa,1
furculosu,furculosum,5
furc,furci,4
furcul,furculoides,0
furculosus,,nan
fur,fura,1
yas,yasha,0
yasu,yasuae,0
yas,yas,0
yasudai,,nan
yas,yas,0
yas,yas,0
yasud,yasuda,0
yasu,yasu,0
ya,ya,0
yasudai,yasudaia,12
t,tha,0
tinalandi,tinalandi,0
tinal,tinal,0
tinala,tinala,0
tinaland,tinalandsi,0
tinalandia,,nan
tina,,nan
ti,tinia,0
tinalan,tinalana,0
tin,tin,1
plan,plani,0
pla,pla,0
planu,,nan
plan,planae,0
planu,,nan
pla,pla,0
pl,plim,0
planus,,nan
planus,,nan
plan,plani,0
fl,fleri,0
flavifr,flavifrerae,0
flavi,flavis,0
flav,flavor,0
flavifron,,nan
fla,flans,0
flavifrons,,nan
flavif,flaviformis,0
f,formis,0
flavifro,flavifrowskii,0
r,ra,0
rio,rioides,0
ri,ri,0
rio,rioides,0
ri,ri,0
rio,rioides,0
ri,ri,0
ri,ri,0
rio,rioides,0
ri,ri,0
robertoi,,nan
rober,robergi,0
robe,robex,0
roberto,robertoni,0
robe,robergi,0
r,rup,0
robertoi,,nan
ro,ros,0
ro,ro,0
robert,roberth,19
la,lae,0
laura,laurai,3
laura,laurai,2
laura,laurai,3
lau,lauri,0
laura,laurai,11
l,landii,0
l,lho,1
laur,lauri,0
laur,laurei,0
fur,fura,0
fu,fus,0
furcatella,,nan
furca,furcae,3
furcate,furcate,0
furcatel,furcatellus,5
f,ffensis,0
furcatell,furcatellus,1
furc,furci,1
furcat,furcatrix,9
rem,remboi,0
reme,remensis,0
remed,remedi,0
remed,remedi,0
remediu,remediu,9
remedi,remedi,0
remedius,,nan
re,rensis,0
re,rensis,0
remedi,remedi,0
m,motanus,0
mit,mitae,1
mitific,,nan
mitific,,nan
mitifi,mitifi,0
mitifica,,nan
mi,miensis,0
mit,mitanus,0
mitif,mitiformis,0
mitifi,mitificiens,1
a,abadoensis,0
armatissimu,armatissimum,2
armatiss,armatissimum,0
ar,are,0
armatissimus,,nan
arma,armai,0
armatis,armatis,0
armati,armatipus,1
armat,armat,0
armatissim,armatissimum,2
uzag,uzago,0
uzaga,uzagai,19
uza,uzai,0
uza,uzai,0
uzaga,,nan
uza,uzai,0
uzaga,uzagai,7
uzaga,,nan
uz,uzhi,0
u,us,0
bi,bi,0
bic,bica,0
b,bosa,0
bicurvata,,nan
bicurvata,,nan
bicur,bicura,0
bicu,bicus,0
bicur,bicurus,0
bicu,bicus,0
bicur,bicurus,0
signiventr,,nan
signiv,signivi,0
sig,sigensis,0
signivent,signiventa,0
signi,signita,0
s,strium,1
signiventris,,nan
sign,signia,1
si,,nan
signiven,signivens,0
demerara,demerara,0
demer,demeri,0
demerarae,,nan
deme,demeri,0
demerara,demerara,0
dem,demanna,0
demer,demeri,0
demerara,demerara,0
demerar,demeraria,0
d,ductor,1
shuquiang,shuquiang,0
s,scharinus,1
shuquian,shuquianus,0
shu,shuni,0
shuqui,shuqui,0
shuquiangli,shuquiangli,0
shuquia,shuquia,0
shuqu,shuqui,0
shuquiangl,shuquiangla,0
sh,shankensis,0
warden,wardensis,0
warden,wardensis,0
w,wei,0
wardeni,wardenieae,3
wardeni,wardenis,0
wardeni,wardenis,1
w,wani,1
war,wari,0
warden,wardensis,0
wardeni,wardenie,2
i,i,0
isla,islae,0
islamita,islamitae,0
islami,islami,0
is,is,0
islami,islamirica,0
isla,islai,0
isl,islae,0
islam,islam,0
islam,islamitana,0
puc,pucensis,0
pucu,pucu,0
p,pellatus,0
pucuna,,nan
pucuna,,nan
p,pampe,1
pucun,pucun,0
puc,pucensis,0
puc,puca,0
pu,pulatus,2
misch,misch,3
mis,mishanicum,0
mi,mis,2
m,ma,1
misch,misch,5
misch,misch,0
mis,mishanensis,0
mis,mishwa,0
misc,misca,0
m,menta,0
semicastaneus,,nan
semicastane,semicastane,0
semic,semicha,0
sem,semus,0
semicas,semicas,0
semicastaneu,,nan
s,strangeri,0
semica,semica,0
semi,semina,0
semicastan,semicastan,0
ar,are,0
ara,arae,0
ara,ara,0
arawak,arawaka,0
ar,aris,0
arawakan,arawakang,0
araw,arawi,0
arawa,arawani,8
arawak,arawaka,0
a,a,0
heizerensi,,nan
h,hyra,0
heizerensis,,nan
he,he,0
heiz,heizi,0
hei,hei,0
heizere,heizereta,0
heize,heizei,0
heizerens,heizerense,5
heizer,heizeri,0
orph,orphi,0
orpheu,,nan
orp,orp,0
orphe,orphes,0
or,orum,0
o,on,0
orp,orp,0
orph,orphi,0
orph,orphi,0
orp,orp,0
hamaens,,nan
hamaen,hamaense,5
hama,hamai,0
hamaen,,nan
ham,hamitonis,0
hamaens,,nan
hamaen,,nan
ham,hamae,0
h,hematica,0
hamae,hamae,0
pi,pitta,0
pi,pientus,0
pictipe,pictipeds,0
pictipes,,nan
picti,pictissimus,0
pictipe,pictiped,1
pictipes,,nan
pict,pictaria,5
pictip,,nan
p,pates,0
torsivoide,,nan
t,ta,0
torsivoid,,nan
torsi,torsis,0
torsivo,torsivorum,0
tor,torum,0
torsivoi,torsivoi,0
tors,torsi,0
torsivoides,,nan
torsiv,torsivittatus,0
nicolas,nicolas,0
nicolas,nicolas,0
n,na,1
nicol,nicola,0
nic,nicer,0
nic,nic,0
nicola,nicola,0
nico,nicola,0
nicolasi,nicolasi,0
nico,nicola,0
auctif,auctiformi,0
auctificus,,nan
au,au,0
a,arti,0
auctifi,auctifidus,0
auctificu,,nan
aucti,aucti,0
auc,auchi,0
auct,auctis,0
auctific,auctifica,0
m,ma,0
melliss,mellissimum,4
mellissi,mellissima,0
mellissi,mellissima,0
mellissi,mellissima,0
mellis,mellis,0
me,merae,0
mell,melli,0
melli,melli,0
mellis,mellisi,0
garrafensis,,nan
garra,garra,0
garrafen,garrafense,3
ga,gani,0
garr,garrei,0
g,gona,0
garraf,garrafi,0
garrafe,garrafera,0
gar,gari,0
garrafensi,,nan
okor,okorum,0
okoros,okorosa,0
okorosav,okorosava,0
oko,okoo,0
okorosav,okorosava,0
okorosav,okorosav,0
okorosa,okorosa,0
okorosa,okorosanensis,0
okoro,okoro,0
ok,oka,0
anom,anomae,0
anomid,anomidxi,0
an,ang,0
anomi,anomi,0
anom,anomaki,0
an,antia,0
anom,anomus,0
ano,anol,0
anomid,anomidi,0
ano,ano,0
c,chingensis,0
cress,cressi,1
cressa,cressae,0
cr,creata,0
cres,cres,0
c,chio,0
cress,cressata,2
cress,cresselae,1
cress,cressi,0
cr,cris,0
sin,singi,1
s,sanga,0
si,siwa,3
sino,sino,0
si,,nan
sino,sino,0
sino,sinoi,0
sinop,sinophilus,0
si,,nan
sin,sina,0
trico,tricola,0
tricol,tricola,0
t,thorax,0
tricoloripes,,nan
tricoloripe,,nan
tricolorip,tricolorip,1
tr,trix,0
tricolori,tricoloris,0
tricolor,tricolorum,2
tri,trix,0
rufi,rufis,0
ru,rus,0
r,rici,2
rufisque,rufisquercensis,0
ru,rus,0
rufi,rufissa,0
ruf,rufer,2
ru,rum,0
rufisque,rufisquensis,1
ruf,ruferum,4
scapulat,scapulata,2
scapula,,nan
scapul,scapulensis,2
sc,schi,0
scapulatus,,nan
scap,scapas,0
sca,sca,0
s,siriensis,0
scapu,scapus,0
scapulatu,scapulatum,0
matura,matura,0
m,man,0
maturata,,nan
ma,ma,0
ma,ma,0
matur,matur,0
matur,maturus,0
matur,maturus,0
matur,matura,0
matu,matus,0
cor,corum,0
cornifr,cornifrors,17
corn,corni,1
cornifrons,,nan
cornifron,,nan
cornif,cornifera,0
co,co,0
c,chin,0
corni,,nan
cornifro,,nan
mon,mon,0
monacan,monacana,0
monacanthu,monacanthus,4
monacanth,monacantha,0
monac,monaca,0
mo,mo,0
mona,,nan
monacanthum,,nan
monacant,monacantha,0
m,morthum,0
c,china,0
cyanog,cyanogena,0
cyanognathus,,nan
cyanognat,,nan
cyan,cyani,0
cy,cyaoides,0
cyanognath,,nan
cyano,cyanoides,0
cyanogna,,nan
cyanogn,,nan
min,mingensis,0
minus,minus,0
m,motto,0
mi,mic,0
minusculu,,nan
minuscu,minuscus,0
minuscul,minusculatus,8
minusculus,,nan
minusc,minusca,0
minu,minus,0
ariadnae,ariadnaevs,10
ariadn,ariadnsis,0
aria,aria,0
ar,are,0
ariadna,,nan
ariadnae,ariadnaevi,12
ariad,ariada,0
ariadn,ariadneum,0
ari,aria,0
a,albimaria,0
qua,qua,0
quadrivulv,quadrivulvari,0
quadr,quadrae,0
quadrivulvat,quadrivulvatrae,0
quadrivulva,quadrivulvas,0
qu,quensis,0
quadrivu,quadrivus,0
quad,quadi,0
quadrivulvata,quadrivulvatae,3
quadrivul,quadrivula,0
vi,via,0
vis,visi,13
v,varini,0
vi,vi,2
vi,via,0
vi,vius,0
visit,visitarmatus,0
visite,visites,0
visi,visi,0
v,vippina,0
d,desi,2
dag,dagensis,0
dagostin,dagostina,0
dagosti,dagosti,0
da,da,0
dago,dago,0
dagostinae,dagostinaensis,5
dagost,dagostensis,0
dagostina,dagostina,0
dagos,dagos,0
cultri,cultrix,0
cultridens,cultridensis,0
cultride,cultrides,0
cultr,cultrae,0
cul,cula,0
c,chorum,0
cult,cultus,0
cultrid,cultrida,0
cu,cula,0
cultriden,cultridensis,0
zeb,zebus,0
zebrin,zebrinai,0
zebrina,zebrinae,3
z,zeoni,0
zebrina,zebrinae,18
zebrina,,nan
zebrina,zebrinae,1
zebrin,zebrinai,1
zeb,zebalae,0
zebrina,zebrinae,18
fai,fai,0
faisalabadens,,nan
f,formis,0
faisalabadensi,,nan
faisal,faisalis,0
faisalabade,,nan
faisalabad,faisalabad,0
faisalabaden,,nan
faisa,faisae,0
fa,fae,0
curv,curvu,0
curvilinea,curvilinea,0
curvil,curvilli,0
curvili,curvilis,0
curvilineatu,curvilineatulus,14
curvilineatus,,nan
curviline,curvilines,0
cur,curatus,0
curvi,curvis,1
cu,cum,0
phaeo,phaeoides,0
phae,phae,0
phaeoch,phaeochirum,0
ph,phalma,0
p,pedsita,1
phaeoc,phaeoculata,0
phaeochor,phaeochorus,0
phaeocho,phaeochorum,0
pha,pha,2
phaeochorda,phaeochordai,15
crassi,crassis,2
crassibulb,crassibulbis,0
c,chorum,0
crassibul,crassibulbis,0
crassibu,crassibus,0
cra,cra,0
cras,crass,0
crassib,crassiber,0
crass,crass,0
crassibulba,,nan
longicymbiali,,nan
longi,longi,0
l,landi,0
longic,longicus,0
longicymbia,,nan
longicymbial,longicymbiale,8
lon,lon,0
lo,lotus,0
longicym,longicym,0
long,long,0
orin,orini,2
o,on,0
orine,orine,0
ori,oril,0
orin,orini,1
orin,orinae,0
o,ox,0
o,onoensis,0
orine,orinen,0
orines,,nan
nig,nigera,0
nigricu,,nan
nigricula,,nan
nigr,nigri,3
ni,ni,0
nigric,nigrica,0
nigric,nigrica,1
nigricula,,nan
nigr,nigri,1
nigricul,,nan
cor,corum,0
co,co,0
corticeus,,nan
cortic,corticum,0
corticeu,,nan
corticeus,,nan
c,chio,0
c,chrima,0
corti,cortium,0
corticeus,,nan
dod,dodes,0
dod,dodor,0
do,dotthiensis,0
dod,dodorum,0
dodo,dodogupar,0
do,do,0
do,do,0
d,dens,0
d,ductor,0
dodo,dodosa,0
sidel,sidel,0
sidella,sidellatus,3
sid,sider,0
s,s,0
sidel,sidela,1
sidella,sidellata,13
sidell,sidelli,0
side,sides,0
sidell,sidelli,0
s,skaricus,0
l,longianus,0
lasal,lasalensis,0
lasalana,,nan
la,lay,14
l,lesae,0
la,lae,7
las,lasvitc,0
lasalan,lasalaniae,17
las,lasi,0
lasalana,,nan
flab,flaberi,0
flabellatu,,nan
fl,fleri,0
f,fi,0
flabellatus,,nan
flabell,flabellum,17
flabellat,flabellator,16
flabella,flabellae,9
flabel,flabeli,0
fla,fla,0
anjozor,anjozorum,0
anjozoro,anjozoro,0
anjoz,anjoza,0
anjozorobe,anjozorobensis,4
anjo,anjoensis,0
a,a,0
anjozorob,anjozorobus,0
anj,anjensis,0
an,ang,0
anjozo,anjozoe,0
evan,evanum,0
evans,evans,0
ev,evi,0
evansi,,nan
ev,evi,0
evan,evanum,0
eva,eva,0
ev,evsi,0
e,ensis,0
evan,evani,0
dean,deanae,0
de,derana,0
de,densis,0
deang,deang,0
deang,deange,0
d,demontanus,0
dean,deana,0
deangia,deangiae,2
dea,deae,0
dea,deae,4
seve,seve,0
sevegn,sevegni,0
sevegnaniae,,nan
se,sevo,0
sevegna,sevegna,0
s,shensis,2
sevegnan,sevegnani,0
sev,sevi,0
sevegnania,sevegnania,1
seveg,sevegorum,0
rubripl,rubripla,0
rubriple,rubriplega,0
r,ronensis,0
rubrip,rubripalpis,3
ru,rus,0
rub,rub,0
rubri,rubrita,0
rubripleur,rubripleurus,0
rubr,rubris,0
rubripleura,,nan
watari,wataris,14
w,wei,0
wa,wai,12
wat,wat,0
watari,wataris,4
watarii,,nan
watar,watarae,0
watarii,,nan
watarii,,nan
watarii,,nan
