Start String,Matched Vocab,Attempts
n,neta,7
nip,,nan
ni,nidus,5
zabalet,,nan
zabalet,,nan
z,,nan
zaba,zaba,1
zabaleta,zabaleta,10
zabalet,,nan
zabale,,nan
zabal,,nan
zabaleta,zabaleta,5
zabalet,,nan
bra,,nan
br,,nan
branta,branta,3
br,,nan
br,,nan
b,banensis,6
bra,,nan
bra,,nan
branta,branta,1
bra,,nan
fu,,nan
furcu,,nan
furculo,furculosus,7
f,fera,5
furculos,furculosus,1
furculosu,furculosus,1
furc,furcatus,1
furcul,furcula,1
furculosus,furculosus,1
fur,fur,1
yas,,nan
yasu,,nan
yas,yasi,4
yasudai,yasudai,1
yas,yasi,12
yas,,nan
yasud,yasudai,6
yasu,,nan
ya,,nan
yasudai,yasudai,1
t,tuberculatus,3
tinalandi,,nan
tinal,,nan
tinala,,nan
tinaland,,nan
tinalandia,tinalandia,1
tina,tina,1
ti,tina,11
tinalan,,nan
tin,tinus,2
plan,plana,2
pla,,nan
planu,planus,1
plan,plana,2
planu,planus,1
pla,,nan
pl,pleta,7
planus,planus,1
planus,planus,1
plan,plana,1
fl,,nan
flavifr,flavifrons,15
flavi,flavida,11
flav,flava,7
flavifron,flavifrons,1
fla,flava,13
flavifrons,flavifrons,1
flavif,,nan
f,foliatus,5
flavifro,flavifrons,1
r,rostra,7
rio,rio,1
ri,rita,14
rio,rioensis,1
ri,,nan
rio,rio,4
ri,rita,14
ri,rita,20
rio,rio,2
ri,,nan
robertoi,robertoi,1
rober,roberti,1
robe,,nan
roberto,robertoi,2
robe,roberti,9
r,rita,11
robertoi,robertoi,1
ro,,nan
ro,rosa,4
robert,robert,1
la,la,1
laura,laurae,1
laura,laurae,1
laura,laurae,2
lau,,nan
laura,laurae,1
l,longensis,1
l,longensis,1
laur,,nan
laur,,nan
fur,fur,1
fu,,nan
furcatella,furcatella,1
furca,furca,1
furcate,furcatella,12
furcatel,furcatella,3
f,foliatus,7
furcatell,furcatella,1
furc,furca,1
furcat,furcata,1
rem,,nan
reme,,nan
remed,,nan
remed,,nan
remediu,remedius,1
remedi,,nan
remedius,remedius,1
re,,nan
re,,nan
remedi,,nan
m,moana,4
mit,mita,3
mitific,mitificus,1
mitific,mitificus,1
mitifi,mitificus,1
mitifica,mitifica,1
mi,mi,3
mit,mita,1
mitif,,nan
mitifi,mitificus,2
a,an,1
armatissimu,armatissimus,1
armatiss,armatissima,1
ar,,nan
armatissimus,armatissimus,1
arma,armasi,10
armatis,,nan
armati,armatipalpis,14
armat,armatus,2
armatissim,armatissima,1
uzag,uzaga,7
uzaga,uzaga,1
uza,,nan
uza,,nan
uzaga,uzaga,1
uza,,nan
uzaga,uzaga,1
uzaga,uzaga,1
uz,,nan
u,,nan
bi,,nan
bic,,nan
b,bergi,5
bicurvata,bicurvata,1
bicurvata,bicurvata,1
bicur,,nan
bicu,,nan
bicur,,nan
bicu,,nan
bicur,,nan
signiventr,signiventris,1
signiv,,nan
sig,signata,11
signivent,signiventris,4
signi,,nan
s,shanensis,1
signiventris,signiventris,1
sign,signata,2
si,si,1
signiven,signiventris,1
demerara,demerarae,16
demer,,nan
demerarae,demerarae,1
deme,,nan
demerara,demerarae,3
dem,,nan
demer,,nan
demerara,demerarae,6
demerar,demerarae,12
d,dentatus,2
shuquiang,,nan
s,shanensis,2
shuquian,,nan
shu,,nan
shuqui,,nan
shuquiangli,shuquianglii,12
shuquia,,nan
shuqu,,nan
shuquiangl,,nan
sh,,nan
warden,wardeni,11
warden,,nan
w,wa,6
wardeni,wardeni,1
wardeni,wardeni,1
wardeni,wardeni,1
w,wa,3
war,,nan
warden,wardeni,3
wardeni,wardeni,1
i,,nan
isla,,nan
islamita,islamita,2
islami,,nan
is,,nan
islami,islamita,5
isla,isla,9
isl,isla,6
islam,,nan
islam,,nan
puc,,nan
pucu,,nan
p,patens,2
pucuna,pucuna,1
pucuna,pucuna,1
p,pura,16
pucun,pucuna,10
puc,,nan
puc,,nan
pu,pula,1
misch,mischi,1
mis,,nan
mi,mi,10
m,mae,3
misch,mischi,1
misch,mischi,1
mis,,nan
mis,,nan
misc,,nan
m,mas,2
semicastaneus,semicastaneus,1
semicastane,,nan
semic,semicana,11
sem,,nan
semicas,,nan
semicastaneu,semicastaneus,1
s,si,4
semica,,nan
semi,,nan
semicastan,,nan
ar,,nan
ara,,nan
ara,,nan
arawak,arawak,2
ar,,nan
arawakan,arawakan,2
araw,arawa,3
arawa,arawa,1
arawak,arawak,1
a,an,9
heizerensi,heizerensis,1
h,hui,5
heizerensis,heizerensis,1
he,,nan
heiz,,nan
hei,,nan
heizere,heizerensis,5
heize,,nan
heizerens,heizerensis,1
heizer,,nan
orph,,nan
orpheu,orpheus,1
orp,,nan
orphe,,nan
or,ora,4
o,oz,1
orp,,nan
orph,,nan
orph,,nan
orp,,nan
hamaens,hamaensis,1
hamaen,hamaensis,1
hama,hama,4
hamaen,hamaensis,1
ham,hama,9
hamaens,hamaensis,1
hamaen,hamaensis,1
ham,,nan
h,hamaensis,2
hamae,hamaensis,1
pi,picta,19
pi,,nan
pictipe,pictipes,1
pictipes,pictipes,1
picti,pictiventris,3
pictipe,pictipes,1
pictipes,pictipes,1
pict,picta,2
pictip,pictipes,1
p,pitus,4
torsivoide,torsivoides,1
t,,nan
torsivoid,torsivoides,1
torsi,,nan
torsivo,torsivoides,17
tor,,nan
torsivoi,torsivoides,1
tors,,nan
torsivoides,torsivoides,1
torsiv,torsivum,5
nicolas,,nan
nicolas,,nan
n,,nan
nicol,,nan
nic,,nan
nic,nica,13
nicola,,nan
nico,,nan
nicolasi,,nan
nico,,nan
auctif,,nan
auctificus,auctificus,1
au,,nan
a,ana,1
auctifi,auctificus,3
auctificu,auctificus,1
aucti,,nan
auc,,nan
auct,,nan
auctific,auctificus,1
m,mat,3
melliss,mellissi,1
mellissi,,nan
mellissi,,nan
mellissi,,nan
mellis,,nan
me,,nan
mell,,nan
melli,,nan
mellis,,nan
garrafensis,garrafensis,1
garra,,nan
garrafen,garrafensis,1
ga,gallana,1
garr,,nan
g,guttatus,12
garraf,garrafensis,3
garrafe,garrafensis,7
gar,,nan
garrafensi,garrafensis,1
okor,,nan
okoros,,nan
okorosav,okorosave,2
oko,,nan
okorosav,okorosave,3
okorosav,okorosave,3
okorosa,,nan
okorosa,,nan
okoro,,nan
ok,,nan
anom,,nan
anomid,anomid,6
an,anae,1
anomi,,nan
anom,,nan
an,ana,2
anom,,nan
ano,anopsis,2
anomid,anomid,1
ano,,nan
c,chica,3
cress,cressa,2
cressa,cressa,1
cr,creticus,2
cres,,nan
c,chalcea,1
cress,cressa,1
cress,cressa,2
cress,cressa,2
cr,crica,1
sin,sinus,3
s,shanensis,6
si,si,1
sino,,nan
si,si,1
sino,,nan
sino,,nan
sinop,,nan
si,si,1
sin,,nan
trico,,nan
tricol,,nan
t,tibialis,13
tricoloripes,tricoloripes,1
tricoloripe,tricoloripes,1
tricolorip,tricoloripes,2
tr,trux,13
tricolori,,nan
tricolor,tricolor,2
tri,,nan
rufi,rufi,6
ru,,nan
r,rica,8
rufisque,rufisquei,7
ru,,nan
rufi,rufi,5
ruf,rufi,1
ru,,nan
rufisque,rufisquei,4
ruf,rufi,3
scapulat,scapulatus,3
scapula,scapula,1
scapul,scapula,1
sc,,nan
scapulatus,scapulatus,1
scap,,nan
sca,,nan
s,si,5
scapu,,nan
scapulatu,scapulatus,1
matura,,nan
m,maculata,12
maturata,maturata,1
ma,mae,5
ma,mae,7
matur,,nan
matur,,nan
matur,,nan
matur,,nan
matu,,nan
cor,,nan
cornifr,cornifrons,1
corn,cornis,3
cornifrons,cornifrons,1
cornifron,cornifrons,1
cornif,,nan
co,coca,7
c,,nan
corni,cornis,1
cornifro,cornifrons,1
mon,,nan
monacan,,nan
monacanthu,monacanthum,1
monacanth,monacanthum,15
monac,,nan
mo,,nan
mona,mona,1
monacanthum,monacanthum,1
monacant,,nan
m,manni,7
c,chinensis,1
cyanog,,nan
cyanognathus,cyanognathus,1
cyanognat,cyanognathus,1
cyan,,nan
cy,,nan
cyanognath,cyanognathus,1
cyano,,nan
cyanogna,cyanognathus,1
cyanogn,cyanognathus,2
min,,nan
minus,,nan
m,mae,2
mi,minae,2
minusculu,minusculus,1
minuscu,minuscula,15
minuscul,minuscula,1
minusculus,minusculus,1
minusc,minuscula,2
minu,,nan
ariadnae,ariadnae,1
ariadn,ariadnae,5
aria,,nan
ar,,nan
ariadna,ariadnae,1
ariadnae,ariadnae,1
ariad,,nan
ariadn,ariadnae,3
ari,arima,5
a,ana,2
qua,,nan
quadrivulv,,nan
quadr,,nan
quadrivulvat,quadrivulvata,1
quadrivulva,,nan
qu,,nan
quadrivu,,nan
quad,,nan
quadrivulvata,quadrivulvata,1
quadrivul,quadrivulvata,13
vi,vis,8
vis,vis,1
v,villus,3
vi,vis,2
vi,vis,1
vi,vis,5
visit,,nan
visite,,nan
visi,,nan
v,virens,3
d,decoratus,14
dag,,nan
dagostin,,nan
dagosti,,nan
da,,nan
dago,,nan
dagostinae,dagostinae,1
dagost,,nan
dagostina,,nan
dagos,,nan
cultri,,nan
cultridens,,nan
cultride,cultridens,18
cultr,,nan
cul,,nan
c,cincta,3
cult,culta,1
cultrid,,nan
cu,cui,5
cultriden,cultridens,3
zeb,,nan
zebrin,zebrinus,1
zebrina,zebrina,1
z,,nan
zebrina,zebrina,1
zebrina,zebrina,1
zebrina,zebrina,1
zebrin,zebrinus,1
zeb,,nan
zebrina,zebrina,1
fai,,nan
faisalabadens,faisalabadensis,1
f,foliata,5
faisalabadensi,faisalabadensis,1
faisal,,nan
faisalabade,faisalabadensis,1
faisalabad,faisalabadensis,6
faisalabaden,faisalabadensis,1
faisa,,nan
fa,,nan
curv,curvus,1
curvilinea,curvilineatus,1
curvil,,nan
curvili,,nan
curvilineatu,curvilineatus,1
curvilineatus,curvilineatus,1
curviline,curvilineatus,1
cur,curvata,4
curvi,curvitarsis,6
cu,,nan
phaeo,,nan
phae,,nan
phaeoch,,nan
ph,,nan
p,pia,2
phaeoc,phaeocephalus,3
phaeochor,,nan
phaeocho,,nan
pha,,nan
phaeochorda,phaeochorda,1
crassi,crassipalpis,9
crassibulb,crassibulba,11
c,chico,1
crassibul,crassibulba,10
crassibu,,nan
cra,,nan
cras,crassa,4
crassib,,nan
crass,crassus,2
crassibulba,crassibulba,1
longicymbiali,longicymbialis,1
longi,longipes,13
l,lineata,4
longic,,nan
longicymbia,longicymbia,1
longicymbial,longicymbialis,1
lon,longensis,3
lo,,nan
longicym,,nan
long,longensis,3
orin,orina,1
o,osa,3
orine,,nan
ori,origena,7
orin,orina,3
orin,orina,1
o,osa,12
o,osa,18
orine,,nan
orines,orines,1
nig,niger,1
nigricu,nigricula,1
nigricula,nigricula,1
nigr,nigra,1
ni,,nan
nigric,nigricula,1
nigric,nigricula,1
nigricula,nigricula,1
nigr,nigra,1
nigricul,nigricula,1
cor,,nan
co,cocha,1
corticeus,corticeus,1
cortic,,nan
corticeu,corticeus,1
corticeus,corticeus,1
c,chiloensis,6
c,chica,2
corti,,nan
corticeus,corticeus,1
dod,,nan
dod,,nan
do,,nan
dod,,nan
dodo,,nan
do,,nan
do,,nan
d,dong,3
d,dentatus,18
dodo,,nan
sidel,sidella,4
sidella,sidella,1
sid,,nan
s,si,1
sidel,sidella,1
sidella,sidella,1
sidell,,nan
side,,nan
sidell,sidella,13
s,si,15
l,lineatus,15
lasal,lasalana,9
lasalana,lasalana,1
la,la,1
l,longa,2
la,la,1
las,,nan
lasalan,lasalana,1
las,,nan
lasalana,lasalana,1
flab,,nan
flabellatu,flabellatus,1
fl,,nan
f,fera,2
flabellatus,flabellatus,1
flabell,flabella,1
flabellat,flabellata,1
flabella,flabella,1
flabel,,nan
fla,flava,2
anjozor,,nan
anjozoro,,nan
anjoz,,nan
anjozorobe,anjozorobe,2
anjo,anjo,2
a,an,4
anjozorob,anjozorobe,9
anj,,nan
an,ana,14
anjozo,,nan
evan,,nan
evans,evansi,5
ev,,nan
evansi,evansi,1
ev,evae,19
evan,,nan
eva,evae,1
ev,,nan
e,,nan
evan,,nan
dean,,nan
de,dea,6
de,dea,11
deang,,nan
deang,,nan
d,dentatus,11
dean,,nan
deangia,deangia,4
dea,dea,1
dea,dea,1
seve,,nan
sevegn,,nan
sevegnaniae,sevegnaniae,1
se,seri,2
sevegna,,nan
s,shanensis,1
sevegnan,,nan
sev,,nan
sevegnania,sevegnaniae,2
seveg,,nan
rubripl,,nan
rubriple,,nan
r,rima,16
rubrip,rubripes,2
ru,rua,19
rub,rubus,2
rubri,,nan
rubripleur,rubripleura,2
rubr,rubra,4
rubripleura,rubripleura,1
watari,watari,1
w,wii,4
wa,wa,1
wat,,nan
watari,watari,2
watarii,watarii,1
watar,watari,1
watarii,watarii,1
watarii,watarii,1
watarii,watarii,1
